世代,0,1,2,3,4,5,6,7,8,9
80,199.38900723255614,137.4439032947748,287.9658235368977,369.28702852954217,123.16906682911696,246.86192424711632,190.5451723239716,182.4804416286642,113.45218566386873,176.3784762764731
81,199.38900723255614,120.9961096111616,287.9658235368977,369.28702852954217,123.16906682911696,207.20630984073807,190.5451723239716,174.68734444950866,113.45218566386873,176.3784762764731
82,199.38900723255614,120.9961096111616,287.9658235368977,369.28702852954217,123.16906682911696,207.20630984073807,190.5451723239716,174.68734444950866,113.45218566386873,176.3784762764731
83,199.38900723255614,120.9961096111616,287.9658235368977,369.28702852954217,123.16906682911696,207.20630984073807,190.5451723239716,108.40723429535004,106.82734042681592,176.3784762764731
84,199.38900723255614,76.1429088443325,287.9658235368977,369.28702852954217,123.16906682911696,207.20630984073807,190.5451723239716,108.40723429535004,104.08639180730935,171.535759860869
85,199.38900723255614,76.1429088443325,287.9658235368977,369.28702852954217,123.16906682911696,207.20630984073807,190.5451723239716,108.40723429535004,104.08639180730935,171.535759860869
86,199.38900723255614,76.1429088443325,287.9658235368977,369.28702852954217,123.16906682911696,197.74014465512056,190.5451723239716,108.40723429535004,104.08639180730935,128.04729189490388
87,199.38900723255614,76.1429088443325,274.63925016838317,369.28702852954217,123.16906682911696,197.74014465512056,190.5451723239716,84.6483263213027,88.95437885780026,128.04729189490388
88,199.38900723255614,76.1429088443325,152.58885489944117,369.28702852954217,123.16906682911696,197.74014465512056,138.71619827882625,84.6483263213027,88.95437885780026,53.53641013784885
89,199.38900723255614,76.1429088443325,152.58885489944117,369.28702852954217,78.91006135142885,197.74014465512056,138.71619827882625,84.6483263213027,88.95437885780026,53.53641013784885
90,199.38900723255614,76.1429088443325,152.58885489944117,369.28702852954217,78.91006135142885,197.74014465512056,128.92802547802975,84.6483263213027,88.95437885780026,53.53641013784885
91,199.38900723255614,76.1429088443325,152.58885489944117,369.28702852954217,78.91006135142885,175.93486706035708,128.92802547802975,78.17712713328909,65.04313676602845,53.53641013784885
92,127.76281297006848,76.1429088443325,152.58885489944117,358.8118048298031,78.91006135142885,175.93486706035708,128.92802547802975,78.17712713328909,65.04313676602845,53.53641013784885
93,127.76281297006848,76.1429088443325,152.58885489944117,358.8118048298031,71.52368466521958,175.93486706035708,128.92802547802975,54.27761748513058,65.04313676602845,53.53641013784885
94,127.76281297006848,76.1429088443325,152.58885489944117,358.8118048298031,71.52368466521958,175.93486706035708,128.92802547802975,54.27761748513058,65.04313676602845,53.53641013784885
95,127.76281297006848,76.1429088443325,152.58885489944117,358.8118048298031,35.942428532546096,175.93486706035708,128.92802547802975,39.94924651201337,43.272577641534824,53.53641013784885
96,127.76281297006848,67.24710595150108,152.58885489944117,358.8118048298031,35.942428532546096,175.93486706035708,128.92802547802975,39.94924651201337,43.272577641534824,53.53641013784885
97,127.76281297006848,67.24710595150108,151.96097824691452,358.8118048298031,35.942428532546096,155.48433879042113,128.92802547802975,37.42632685355388,43.272577641534824,52.28771195576508
98,127.76281297006848,67.24710595150108,151.96097824691452,190.17346602929223,35.942428532546096,155.48433879042113,94.21638186323192,37.42632685355388,43.272577641534824,52.28771195576508
99,127.76281297006848,43.34903699355397,151.96097824691452,131.14896334793062,35.942428532546096,155.48433879042113,94.21638186323192,37.42632685355388,43.272577641534824,52.28771195576508
100,127.76281297006848,43.34903699355397,151.96097824691452,123.60498334185952,35.942428532546096,103.6221531476728,80.83462251813279,37.42632685355388,43.272577641534824,52.28771195576508
101,127.76281297006848,43.34903699355397,151.96097824691452,88.7814104147954,35.942428532546096,100.19167144423841,80.83462251813279,37.42632685355388,43.272577641534824,52.28771195576508
102,127.76281297006848,43.34903699355397,132.2675224735213,88.7814104147954,35.942428532546096,100.19167144423841,80.83462251813279,37.42632685355388,43.272577641534824,52.28771195576508
103,127.76281297006848,43.34903699355397,110.55545175361036,74.80441753360775,35.942428532546096,74.12245677744437,80.83462251813279,37.42632685355388,43.272577641534824,52.28771195576508
104,127.76281297006848,43.34903699355397,110.55545175361036,74.80441753360775,35.942428532546096,74.12245677744437,80.83462251813279,37.42632685355388,43.272577641534824,52.28771195576508
105,127.76281297006848,43.34903699355397,95.90383488439699,74.80441753360775,35.942428532546096,74.12245677744437,80.83462251813279,37.42632685355388,32.320570043135774,52.28771195576508
106,127.76281297006848,43.34903699355397,95.90383488439699,74.80441753360775,28.905865461390306,74.12245677744437,80.83462251813279,37.42632685355388,32.320570043135774,52.28771195576508
107,127.76281297006848,43.34903699355397,95.90383488439699,74.80441753360775,28.905865461390306,74.12245677744437,80.83462251813279,27.657982692168265,31.978253057861554,52.28771195576508
108,127.76281297006848,43.34903699355397,95.90383488439699,74.80441753360775,28.905865461390306,74.12245677744437,80.83462251813279,27.657982692168265,31.978253057861554,52.28771195576508
109,114.62405503566869,43.34903699355397,95.90383488439699,74.80441753360775,28.686346645129085,74.12245677744437,80.83462251813279,27.657982692168265,28.130526662861378,52.28771195576508
110,114.62405503566869,43.34903699355397,95.90383488439699,74.80441753360775,28.686346645129085,74.12245677744437,80.83462251813279,27.657982692168265,28.130526662861378,48.15412698584926
111,114.62405503566869,43.34903699355397,84.5578862335994,47.64922058725822,28.686346645129085,74.12245677744437,80.83462251813279,27.657982692168265,28.024772047139535,48.15412698584926
112,114.62405503566869,42.17779608367283,84.5578862335994,47.64922058725822,25.175156400866094,65.04990018727017,80.83462251813279,27.657982692168265,20.525067056509513,48.15412698584926
113,114.62405503566869,42.17779608367283,84.5578862335994,47.64922058725822,25.175156400866094,65.04990018727017,80.83462251813279,26.922556729917503,20.525067056509513,48.15412698584926
114,114.62405503566869,42.17779608367283,84.5578862335994,47.64922058725822,25.175156400866094,46.777190688398946,80.83462251813279,26.922556729917503,15.189697286016887,48.15412698584926
115,114.62405503566869,42.17779608367283,84.5578862335994,47.64922058725822,25.175156400866094,46.777190688398946,80.83462251813279,24.84804977193393,15.189697286016887,48.15412698584926
116,114.62405503566869,42.17779608367283,61.57696284237722,42.55387265388601,23.053387530836716,46.777190688398946,80.83462251813279,24.84804977193393,15.189697286016887,42.26414318512024
117,114.62405503566869,42.17779608367283,61.57696284237722,42.55387265388601,23.053387530836716,35.69569090914291,80.83462251813279,20.6693144792813,15.189697286016887,42.26414318512024
118,114.62405503566869,42.17779608367283,61.57696284237722,42.55387265388601,5.961762751544908,35.69569090914291,69.26268503641342,20.6693144792813,15.189697286016887,42.26414318512024
119,114.62405503566869,42.17779608367283,61.57696284237722,42.55387265388601,5.961762751544908,25.824775944255066,69.26268503641342,20.6693144792813,15.189697286016887,42.26414318512024
120,76.55847260451822,42.17779608367283,38.00551955110423,37.3839540737297,5.961762751544908,25.824775944255066,64.65605403609149,20.6693144792813,15.189697286016887,42.26414318512024
121,26.87903052340857,39.16866660628416,38.00551955110423,37.3839540737297,5.961762751544908,25.824775944255066,64.65605403609149,9.823968219431203,15.189697286016887,42.26414318512024
122,26.87903052340857,39.16866660628416,38.00551955110423,21.98891981435581,5.961762751544908,25.824775944255066,64.65605403609149,9.823968219431203,15.189697286016887,42.26414318512024
123,26.87903052340857,39.16866660628416,38.00551955110423,21.98891981435581,5.961762751544908,25.824775944255066,63.24661739616912,9.823968219431203,15.189697286016887,31.690461868792582
124,26.87903052340857,39.16866660628416,38.00551955110423,21.98891981435581,5.961762751544908,22.31629458757547,43.10371417435849,9.823968219431203,15.189697286016887,31.690461868792582
125,26.87903052340857,39.16866660628416,38.00551955110423,21.98891981435581,5.961762751544908,22.31629458757547,43.10371417435849,9.823968219431203,15.189697286016887,31.690461868792582
126,26.87903052340857,34.88645413853771,38.00551955110423,21.98891981435581,5.961762751544908,22.31629458757547,43.10371417435849,9.823968219431203,15.189697286016887,31.690461868792582
127,26.87903052340857,34.88645413853771,38.00551955110423,21.98891981435581,5.961762751544908,22.31629458757547,43.10371417435849,9.823968219431203,15.189697286016887,31.690461868792582
128,26.87903052340857,34.88645413853771,38.00551955110423,21.98891981435581,5.961762751544908,22.31629458757547,43.10371417435849,9.823968219431203,8.921102093440735,31.690461868792582
129,26.87903052340857,34.88645413853771,38.00551955110423,21.98891981435581,5.961762751544908,21.10676023822971,43.10371417435849,9.823968219431203,8.921102093440735,31.690461868792582
130,26.87903052340857,34.88645413853771,38.00551955110423,14.78742286617151,5.961762751544908,21.10676023822971,43.10371417435849,9.823968219431203,8.921102093440735,31.690461868792582
131,26.87903052340857,34.88645413853771,38.00551955110423,14.78742286617151,5.961762751544908,21.10676023822971,43.10371417435849,6.540321091285088,8.921102093440735,31.690461868792582
132,26.87903052340857,34.88645413853771,38.00551955110423,14.78742286617151,5.961762751544908,15.219808212108386,33.13847877489673,6.540321091285088,8.921102093440735,9.482282802793648
133,26.87903052340857,34.88645413853771,38.00551955110423,14.78742286617151,5.961762751544908,15.219808212108386,30.28151865931769,6.540321091285088,8.921102093440735,9.482282802793648
134,26.87903052340857,34.88645413853771,38.00551955110423,14.78742286617151,5.961762751544908,15.219808212108386,30.28151865931769,6.540321091285088,8.921102093440735,9.482282802793648
135,26.87903052340857,34.88645413853771,38.00551955110423,14.78742286617151,5.961762751544908,15.219808212108386,30.28151865931769,6.540321091285088,8.921102093440735,9.482282802793648
136,26.87903052340857,22.365588447756387,38.00551955110423,14.78742286617151,5.961762751544908,15.219808212108386,29.883235655510433,6.540321091285088,8.921102093440735,9.482282802793648
137,26.87903052340857,22.365588447756387,38.00551955110423,14.78742286617151,5.961762751544908,11.31996233470129,29.883235655510433,6.540321091285088,1.8193670369492168,9.482282802793648
138,26.87903052340857,22.365588447756387,38.00551955110423,14.78742286617151,5.961762751544908,11.31996233470129,29.738260334848995,6.540321091285088,1.8193670369492168,9.482282802793648
139,26.87903052340857,22.365588447756387,38.00551955110423,14.78742286617151,5.961762751544908,11.31996233470129,29.738260334848995,5.153797374677167,1.8193670369492168,9.482282802793648
140,26.87903052340857,22.365588447756387,38.00551955110423,14.78742286617151,4.091267795075664,9.478860560043596,29.738260334848995,5.153797374677167,1.8193670369492168,9.482282802793648
141,26.87903052340857,11.4983601936671,38.00551955110423,14.78742286617151,4.046175804827456,9.478860560043596,23.111532472176343,5.153797374677167,1.8193670369492168,9.482282802793648
142,26.87903052340857,11.4983601936671,31.89859737020187,14.78742286617151,4.046175804827456,9.478860560043596,23.111532472176343,4.776796059184379,1.8193670369492168,9.482282802793648
143,26.87903052340857,11.4983601936671,31.89859737020187,14.78742286617151,4.046175804827456,9.478860560043596,11.041092512169502,4.776796059184379,1.8193670369492168,9.482282802793648
